agent_id,year,decision,flood,cumulative_state,elevated,has_insurance,relocated,raw_skill,outcome
Agent_5,2,Only House Elevation,False,Only House Elevation,True,False,False,do_nothing,APPROVED
Agent_6,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_7,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_8,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_9,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_10,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_11,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_13,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_14,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_15,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_16,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_17,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_18,2,Only House Elevation,False,Only House Elevation,True,False,False,do_nothing,APPROVED
Agent_19,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_20,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_21,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_22,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_23,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_24,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_25,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_26,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_27,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_28,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_29,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_30,2,Only House Elevation,False,Only House Elevation,True,False,False,elevate_house,APPROVED
Agent_31,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_32,2,Only House Elevation,False,Only House Elevation,True,False,False,elevate_house,APPROVED
Agent_33,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_34,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_35,2,Only House Elevation,False,Only House Elevation,True,False,False,elevate_house,APPROVED
Agent_36,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_37,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_38,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_39,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_40,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_41,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_42,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_43,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_44,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_45,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_46,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_47,2,Only Flood Insurance,False,Only Flood Insurance,False,True,False,buy_insurance,APPROVED
Agent_48,2,Only Flood Insurance,False,Only Flood Insurance,False,True,False,buy_insurance,APPROVED
Agent_49,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_50,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_51,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_52,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_53,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_54,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_55,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_56,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_57,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_58,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_59,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_60,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_61,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_62,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_63,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_64,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_65,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_66,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_67,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_68,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_69,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_70,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_71,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_72,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_73,2,Relocate,False,Relocate,False,False,True,relocate,APPROVED
Agent_74,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_75,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_76,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_77,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_78,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_79,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_80,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_81,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_82,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_83,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_84,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_85,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_86,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_87,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_88,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_89,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_90,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_91,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_92,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_93,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_94,2,Only House Elevation,False,Only House Elevation,True,False,False,elevate_house,APPROVED
Agent_95,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_96,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_97,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_98,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_99,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_100,2,Do Nothing,False,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_1,3,Only House Elevation,True,Only House Elevation,True,False,False,do_nothing,APPROVED
Agent_2,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_3,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_4,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_5,3,Only House Elevation,True,Only House Elevation,True,False,False,do_nothing,APPROVED
Agent_6,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_7,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_8,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_9,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_10,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_11,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_13,3,Only Flood Insurance,True,Only Flood Insurance,False,True,False,buy_insurance,APPROVED
Agent_14,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_15,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_16,3,Only Flood Insurance,True,Only Flood Insurance,False,True,False,buy_insurance,APPROVED
Agent_17,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_18,3,Both Flood Insurance and House Elevation,True,Both Flood Insurance and House Elevation,True,True,False,buy_insurance,APPROVED
Agent_19,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_20,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_21,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_22,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_23,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_24,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_25,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_26,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_27,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_28,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_29,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_30,3,Only House Elevation,True,Only House Elevation,True,False,False,do_nothing,APPROVED
Agent_31,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_32,3,Only House Elevation,True,Only House Elevation,True,False,False,do_nothing,APPROVED
Agent_33,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_34,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_35,3,Relocate,True,Relocate,True,False,True,relocate,APPROVED
Agent_36,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_37,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_38,3,Only House Elevation,True,Only House Elevation,True,False,False,elevate_house,APPROVED
Agent_39,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_40,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_41,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_42,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_43,3,Relocate,True,Relocate,False,False,True,relocate,APPROVED
Agent_44,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_45,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_46,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_47,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_48,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_49,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_50,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_51,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_52,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_53,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_54,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_55,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_56,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_57,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_58,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_59,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_60,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_61,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_62,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_63,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_64,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_65,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_66,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_67,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_68,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_69,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_70,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_71,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_72,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_74,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_75,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_76,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_77,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_78,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_79,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_80,3,Only House Elevation,True,Only House Elevation,True,False,False,elevate_house,APPROVED
Agent_81,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_82,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_83,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_84,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_85,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_86,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_87,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_88,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_89,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_90,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_91,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_92,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_93,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_94,3,Relocate,True,Relocate,True,False,True,relocate,APPROVED
Agent_95,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_96,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_97,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_98,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_99,3,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_100,3,Only Flood Insurance,True,Only Flood Insurance,False,True,False,buy_insurance,APPROVED
Agent_1,4,Only House Elevation,True,Only House Elevation,True,False,False,do_nothing,APPROVED
Agent_2,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_3,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_4,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_5,4,Only House Elevation,True,Only House Elevation,True,False,False,do_nothing,APPROVED
Agent_6,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_7,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_8,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_9,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_10,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_11,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_13,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_14,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_15,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_16,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_17,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_18,4,Both Flood Insurance and House Elevation,True,Both Flood Insurance and House Elevation,True,True,False,buy_insurance,APPROVED
Agent_19,4,Only House Elevation,True,Only House Elevation,True,False,False,elevate_house,APPROVED
Agent_20,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_21,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_22,4,Only House Elevation,True,Only House Elevation,True,False,False,elevate_house,APPROVED
Agent_23,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_24,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_25,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_26,4,Only Flood Insurance,True,Only Flood Insurance,False,True,False,buy_insurance,APPROVED
Agent_27,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_28,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_29,4,Only House Elevation,True,Only House Elevation,True,False,False,elevate_house,APPROVED
Agent_30,4,Both Flood Insurance and House Elevation,True,Both Flood Insurance and House Elevation,True,True,False,buy_insurance,APPROVED
Agent_31,4,Do Nothing,True,Do Nothing,False,False,False,do_nothing,APPROVED
Agent_32,4,Only House Elevation,True,Only House Elevation,True,False,False,do_nothing,APPROVED
