agent_id,year,decision,raw_llm_code,raw_llm_decision,threat_appraisal,coping_appraisal,memory,trust_in_insurance,trust_in_neighbors,elevated,has_insurance,relocated,flooded_this_year
Agent_11,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of flooding because it could cause significant damage and my insurance company has a history of delays, yet the risk is not imminent.","I feel somewhat able to address the risk, but the high cost and effort of elevating my home, coupled with uncertainty about grants and limited trust in my insurance, make me doubt my ability to effectively protect my property.",Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.34,0.38,False,False,False,False
Agent_12,1,Only House Elevation,2,Elevate the house,"I feel concerned about the increasing flood frequency and severity, but the absence of a flood this year makes the threat feel somewhat distant.","I believe that I can effectively raise my house with the available grants and the high protection it offers, so I feel confident about taking that action.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.31,0.54,True,False,False,False
Agent_13,1,Both Flood Insurance and House Elevation,2,Elevate the house,I feel moderately threatened by the increasing flood frequency and the potential for severe damage to my home.,"I believe I can successfully elevate my house, especially with available grants, though it requires a significant upfront investment.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'News outlets have reported a possible trend of increasing flood frequency and severity in recent years'.,0.44,0.43,True,True,False,False
Agent_14,1,Only Flood Insurance,1,Buy flood insurance,"I feel moderately threatened by potential future floods, given rising trends but no immediate event, yet the uncertainty and possible severe damage weigh on me.","I believe I can cope by purchasing flood insurance or seeking elevation grants, though the costs and uncertainties make me cautious.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.33,0.52,False,True,False,False
Agent_15,1,Only Flood Insurance,1,Buy flood insurance,I feel moderately threatened by the potential of future flooding given the area's flood history and the severity of damage seen in nearby elevated homes.,"I believe buying flood insurance is a feasible action that offers some financial protection with low cost, though it does not prevent physical damage, and I am confident I can secure it.",A few households in the area elevated their homes before recent floods | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.3,0.43,False,True,False,False
Agent_16,1,Both Flood Insurance and House Elevation,2,Elevate the house,"I feel a moderate to high threat from potential future flooding, given the area's history and my limited physical protection.","I believe I can manage the situation by elevating my home with available grants, though it will require a substantial upfront effort.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.38,0.46,True,True,False,False
Agent_17,1,Only Flood Insurance,1,Buy flood insurance,I feel moderately threatened because a future flood could seriously damage my property.,"I believe I can reduce my risk by buying insurance, which is affordable and provides financial protection, though it does not prevent physical damage.",A few households in the area elevated their homes before recent floods | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.43,0.53,False,True,False,False
Agent_18,1,Do Nothing,4,Do nothing,I feel moderately threatened by the possibility of flood damage and the uncertainty of my current insurance’s ability to protect me.,"I feel unsure about my capacity to effectively mitigate risk through elevation or relocation, and I am reluctant to rely on insurance alone.",Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.3,0.4,False,False,False,False
Agent_19,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the potential for future flooding, as the risk is real but has not yet manifested in my neighborhood.","I think I can manage the risk through available options, but the high cost of elevation and uncertainty about insurance make me hesitant.",The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.26,0.52,False,False,False,False
Agent_20,1,Do Nothing,4,Do nothing,"I feel a serious threat from potential flooding, but because no flood has occurred recently, the risk seems low.",I believe I can cope by relying on my existing insurance and choosing no additional costly measures.,The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.44,0.51,False,False,False,False
Agent_21,1,Do Nothing,4,Do nothing,"I feel somewhat threatened by the potential for future flooding, but believe my neighborhood is relatively safe.","I think I can cope by buying insurance or doing nothing, but I doubt the insurer’s reliability and find elevation costly.","A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.",0.3,0.36,False,False,False,False
Agent_22,1,Both Flood Insurance and House Elevation,2,Elevate the house,I feel somewhat threatened by the risk of future flooding because it could cause serious damage to my home.,I believe I can manage the risk by applying for elevation support and keeping my insurance.,The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.4,0.39,True,True,False,False
Agent_23,1,Only Flood Insurance,1,Buy flood insurance,"I feel somewhat threatened by the possibility of future flooding, but my neighborhood has not been affected in the past so my personal risk feels moderate.","I believe I can effectively protect my finances by purchasing flood insurance, which is affordable and straightforward to obtain.","A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.",0.24,0.43,False,True,False,False
Agent_24,1,Do Nothing,4,Do nothing,I feel moderately threatened by the possibility of future flooding because my house remains unprotected. Coping Appraisal: I believe I can effectively mitigate the risk by utilizing the available elevation grants to elevate my home. Final Decision: 2,,The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.4,0.48,False,False,False,False
Agent_25,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future flooding, but the absence of a recent flood and the low impact on my neighborhood reduce my sense of immediate danger.","I feel I can manage the situation with little effort, as I can either buy affordable insurance or simply do nothing, and I am hesitant to invest heavily in elevation given my doubts and the low adoption among neighbors.","Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.31,0.53,False,False,False,False
Agent_26,1,Only Flood Insurance,1,Buy flood insurance,"I feel moderately threatened by the potential for a severe flood in the future, as reports indicate rising frequency but I have not yet experienced one.","I believe I can manage the risk by purchasing flood insurance, which is affordable and provides some financial protection, even though I have doubts about the insurer’s reliability.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.29,0.53,False,True,False,False
Agent_27,1,Only House Elevation,2,Elevate the house,I feel moderately threatened by the possibility of future floods.,I feel I can manage the risk if I invest in a proper solution.,A few households in the area elevated their homes before recent floods | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.19,0.44,True,False,False,False
Agent_28,1,Only House Elevation,3,Do nothing,"Although my home is elevated and there was no flood this year, the historical city-wide damage and occasional regional flooding make me feel a moderate threat remains.","Given my elevated home, low perceived vulnerability, and the availability of low-cost insurance, I believe I can manage the risk without major effort.","Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 3% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.21,0.54,True,False,False,False
Agent_29,1,Only House Elevation,2,Elevate the house,"I perceive the future flood risk as serious and likely, especially given insurance claim delays and the fact that most neighbors have not acted.","I believe I can secure elevation through grants, see it as the most effective protection, and feel capable of completing the process despite the cost.",Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.22,0.38,True,False,False,False
Agent_30,1,Do Nothing,4,Do nothing,"I feel a moderate threat from future flooding because the city has flood risk and my home is low‑lying, but no flood has yet occurred.","I feel I can manage the risk in the short term by staying cautious, but I lack a concrete plan or resources to elevate, insure, or relocate.",The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.38,0.5,False,False,False,False
Agent_31,1,Only Flood Insurance,1,Buy flood insurance,I feel moderately threatened by the flood risk because the area has a history of delays in insurance claims and only a small fraction of neighbors have elevated homes.,"I think I can cope by purchasing flood insurance, which is affordable and provides some financial protection, even though I have doubts about the insurer's reliability.",Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.22,0.43,False,True,False,False
Agent_32,1,Do Nothing,4,Do nothing,"I feel a moderate threat from possible flooding, but recent absence of floods makes the immediate danger seem low.","I am uncertain about effectively safeguarding my home because insurance is dubious and elevation is costly, so I doubt my coping resources.",Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.32,0.44,False,False,False,False
Agent_33,1,Do Nothing,4,Do nothing,"I feel a significant threat from potential flooding because the area has had recent floods and a few neighbors have elevated their homes, indicating the risk is real and could cause serious damage to my property. Coping Appraisal: I believe I can effectively elevate my house using available grants and my confidence in handling the project is high enough to overcome the upfront costs, while I’m less confident in relying solely on insurance. Final Decision: 2",,Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'.,0.45,0.41,False,False,False,False
Agent_34,1,Only House Elevation,2,Elevate the house,"I feel that flood risk remains significant due to the city’s past damages, but the lack of recent flooding and the historical safety of my neighborhood make the threat feel moderate rather than imminent.","I believe I can effectively protect my home by obtaining elevation grants and raising my house, giving me confidence that I can reduce damage risk within my means.","Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.2,0.48,True,False,False,False
Agent_35,1,Do Nothing,4,Do nothing,I feel at moderate risk of future flood damage that could be severe if it occurs.,I am unsure how to manage this risk and the costs of protective actions outweigh the benefits right now.,"Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.24,0.38,False,False,False,False
Agent_36,1,Both Flood Insurance and House Elevation,1,Buy flood insurance,"I feel the flood risk is low because my house is elevated, but any flood would still cause significant damage.","I believe buying flood insurance is feasible, costs moderate, and would give financial protection even if physical damage occurs.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 3% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'.,0.37,0.53,True,True,False,False
Agent_37,1,Only House Elevation,2,Elevate the house,"I feel significantly threatened by the possibility of future flooding, given its severe potential impact on my property and the recent history of floods in the area.","I believe I can effectively address this threat by investing in elevation, especially with available grants, though it requires considerable effort and resources.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'.,0.38,0.4,True,False,False,False
Agent_38,1,Only Flood Insurance,1,Buy flood insurance,"I feel at moderate risk of future flooding because of increasing trends, even though there was no flood this year.","I feel that buying insurance is a manageable option that offers some protection, though I remain uncertain about its reliability.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.41,0.36,False,True,False,False
Agent_39,1,Only Flood Insurance,1,Buy flood insurance,"I feel somewhat threatened by the potential of a future flood, but my neighborhood’s history suggests the risk to me is relatively low.","I believe I can afford to purchase insurance and feel that it will mitigate financial loss, although I am wary of the insurance company.","A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.",0.41,0.52,False,True,False,False
Agent_40,1,Only House Elevation,2,Elevate the house,"I feel moderately threatened by the growing flood frequency and severity, even though I haven’t seen a flood yet.","I believe I could use the elevation grants to raise my home, but I’m uncertain about the insurance company’s reliability and feel that staying in my community is more important than relocating.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.21,0.38,True,False,False,False
Agent_41,1,Only House Elevation,2,Elevate the house,I feel threatened by the possibility of significant damage from a future flood that could devastate my home and finances.,"I believe I could mitigate that threat by elevating my home, leveraging available grants, though it requires considerable effort and investment.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'.,0.21,0.38,True,False,False,False
Agent_42,1,Both Flood Insurance and House Elevation,2,Elevate the house,"I feel moderately threatened by the increasing flood risk and the potential for serious damage, even though I haven’t experienced a flood yet.","I think I could cope better by raising the house, but the high upfront cost and uncertainty about my ability to manage the project lower my confidence, while insurance alone may not be sufficient.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.46,0.48,True,True,False,False
Agent_43,1,Only Flood Insurance,1,Buy flood insurance,I feel a moderate to high threat from potential future flooding because it could cause severe damage to my home and possessions.,"I believe I can manage the risk by buying flood insurance, which is affordable and offers some financial protection despite my doubts about the insurer.",A few households in the area elevated their homes before recent floods | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.24,0.42,False,True,False,False
Agent_44,1,Only House Elevation,2,Elevate the house,I feel moderately threatened by the potential severe damage a future flood could cause to my home.,"I believe I can effectively reduce my flood risk by elevating my home with grant help, although it requires a significant upfront cost.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'.,0.29,0.39,True,False,False,False
Agent_45,1,Only Flood Insurance,1,Buy flood insurance,"I feel moderately threatened by future floods, given the severe past damages in the city but low likelihood of flooding in my neighborhood.","I believe I can cope by purchasing flood insurance, as it is affordable, offers financial protection, and I have the confidence to handle the process despite some doubts about insurers.","A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.",0.4,0.36,False,True,False,False
Agent_46,1,Only Flood Insurance,1,Buy flood insurance,I feel somewhat threatened by the possibility of a future flood that could cause serious damage to my property and livelihood.,"I believe I can manage the risk by purchasing flood insurance, which is affordable and easy to obtain, though I am uncertain about its reliability.",A few households in the area elevated their homes before recent floods | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.45,0.45,False,True,False,False
Agent_47,1,Only Flood Insurance,1,Buy flood insurance,I feel seriously threatened by the potential severe damage if a flood occurs again.,"I believe I can cope by buying insurance, as it is easy and affordable.",A few households in the area elevated their homes before recent floods | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.28,0.48,False,True,False,False
Agent_48,1,Do Nothing,4,Do nothing,"I feel somewhat threatened by the possibility of future flooding, especially since my home is not elevated and I have no insurance.","I think I can manage the situation by doing nothing for now, given my confidence in handling risk without costly actions.",Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.45,0.47,False,False,False,False
Agent_49,1,Only Flood Insurance,1,Buy flood insurance,"I feel a moderate threat from the increasing flood risk highlighted by recent news, despite no flood having occurred yet.","I think I can cope by purchasing flood insurance, though I am uncertain about its full effectiveness and have reservations about the insurer, and I am aware that elevation would be costly but could prevent damage.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.23,0.45,False,True,False,False
Agent_50,1,Only House Elevation,2,Elevate the house,"I feel moderately threatened by the possibility of future flooding, despite my neighborhood’s past avoidance of damage.","I believe I can effectively protect my home by elevating it with grant assistance, though I distrust insurance and wish to stay in the community.","A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.",0.32,0.38,True,False,False,False
Agent_51,1,Only House Elevation,2,Elevate the house,I feel significantly threatened by the increasing flood risk in my area.,"I believe I can effectively reduce this threat by elevating my home, especially with available grants.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.33,0.48,True,False,False,False
Agent_52,1,Only Flood Insurance,1,Buy flood insurance,"I feel moderately threatened by the possibility of future flooding because a flood could cause severe damage, yet no flood has occurred this year.","I think I can manage the risk by buying insurance, even though I am wary of potential claim delays, and it would require less upfront cost than elevating my house.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'.,0.35,0.44,False,True,False,False
Agent_53,1,Only House Elevation,2,Elevate the house,"I feel moderately threatened by the increasing flood trends, even though my home has not flooded yet.","I think I can pursue elevation grants and lift my house, but the cost and effort are significant barriers.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.21,0.45,True,False,False,False
Agent_54,1,Only Flood Insurance,1,Buy flood insurance,I feel the potential for flooding could have serious consequences for my home and finances.,I believe buying insurance is a manageable way to protect my finances without the high cost and effort of elevation or relocation.,The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.32,0.5,False,True,False,False
Agent_55,1,Only Flood Insurance,1,Buy flood insurance,I feel moderately threatened by the potential for severe flood damage to my home.,"I think buying flood insurance is an easy way to cope with the risk, although I am uncertain about its effectiveness.","Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.48,0.38,False,True,False,False
Agent_56,1,Only Flood Insurance,1,Buy flood insurance,"I feel moderately threatened because flood could cause severe damage, but my neighborhood has never been hit and only a few neighbors have elevated homes.","I believe I can act by buying insurance, though I have some doubts about the insurer’s reliability and the policy’s full coverage.","A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.",0.23,0.54,False,True,False,False
Agent_57,1,Only Flood Insurance,1,Buy flood insurance,"I feel somewhat threatened by the ongoing risk of flooding, given the local flood history and the reports of insurance claim delays.","I think I could handle buying insurance or seeking elevation assistance, though the upfront cost of elevation is high and insurance may not be fully reliable.",Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.33,0.46,False,True,False,False
Agent_58,1,Both Flood Insurance and House Elevation,2,Elevate the house,"I feel significantly threatened by the risk of future flooding, especially since some neighbors have already elevated their homes.","I believe I can afford and implement elevation with the available grants, even though it involves a large upfront cost.",A few households in the area elevated their homes before recent floods | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.35,0.41,True,True,False,False
