agent_id,year,decision,raw_llm_code,raw_llm_decision,threat_appraisal,coping_appraisal,memory,trust_in_insurance,trust_in_neighbors,elevated,has_insurance,relocated,flooded_this_year
Agent_18,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the potential for flood damage despite my insurance, especially given reports of claim delays and the low uptake of protective measures among my neighbors.","I have the confidence that my existing flood insurance will provide financial support, though its reliability is questionable due to past reports and my doubts about the company. Elevating the house seems technically sound but prohibitively expensive and effortful.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'.,0.3,0.4,False,False,False,False
Agent_19,1,Only House Elevation,2,Elevate the house,"I feel moderately threatened by the possibility of future flood damage, as I remember the city's elevation program and observe some neighbors taking action, though no flood has occurred yet.","I feel confident that I can afford and manage the process of elevating my home, especially with the availability of grants, and I trust my neighbors' judgment that it is a viable option.",The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.26,0.52,True,False,False,False
Agent_20,1,Do Nothing,4,Do nothing,"The flood risk feels distant and uncertain, especially since no flood occurred this year, despite the availability of elevation grants and the knowledge that flooding is possible.","I feel uncertain about my ability to take decisive action, given the high cost and complexity of elevation, and while I trust my neighbors' judgment, their inaction suggests limited perceived risk or efficacy.",The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.44,0.51,False,False,False,False
Agent_21,1,Do Nothing,4,Do nothing,"I feel a moderate threat from potential future floods, but the immediate absence of a flood and low neighbor elevation rates temper my sense of urgency.","I believe flood insurance provides some safety net, but its efficacy is questionable. Elevating is effective but prohibitively expensive and complex, while relocation is a major life change I'm not inclined towards.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'News outlets have reported a possible trend of increasing flood frequency and severity in recent years'.,0.3,0.36,False,False,False,False
Agent_22,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future flood damage despite the absence of a flood this year, but I don't perceive it as an immediate or extremely severe risk.","I feel confident that my existing flood insurance will protect me financially if a flood occurs, but I lack confidence in my ability to afford and complete the complex process of elevating my home.",The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.36,0.39,False,False,False,False
Agent_23,1,Do Nothing,4,Do nothing,"I feel only a slight threat from the distant flood memory, especially since my neighborhood was spared.",I lack confidence in my ability to handle the high costs and effort of major actions like elevation or relocation.,"A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.",0.2,0.43,False,False,False,False
Agent_24,1,Do Nothing,4,Do nothing,I feel only slightly threatened by the ongoing flood risk because no flood occurred this year and I see few neighbors taking protective actions.,I feel unprepared to effectively address the flood risk due to the high costs and complexities involved in protective actions.,The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.4,0.48,False,False,False,False
Agent_25,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future flooding, but not extremely urgent due to the lack of recent events.",I feel uncertain about my ability to effectively protect my home without significant effort or cost.,Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'.,0.31,0.53,False,False,False,False
Agent_26,1,Only House Elevation,2,Elevate the house,"I feel only mildly threatened by the flood risk, trusting my neighbors' judgment while slightly distrusting insurance companies and noting few immediate signs of risk.","I am confident I can handle the high upfront cost of elevation, especially with grant availability, and find the action effective for long-term protection.","Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.25,0.53,True,False,False,False
Agent_27,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future flood damage, but the immediate absence of a flood reduces the urgency.","I feel uncertain about my ability to effectively protect my home without taking immediate action, but the lack of a recent flood makes proactive measures seem less essential now.",A few households in the area elevated their homes before recent floods | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.19,0.44,False,False,False,False
Agent_28,1,Both Flood Insurance and House Elevation,1,Buy flood insurance,"I feel moderately threatened by the possibility of flooding despite my home's elevation, but the news about increasing flood risks and my neighbors' actions make me aware that it's a real and growing concern.","I feel reasonably confident in my ability to take actions like buying insurance or considering elevation further, but relocation seems too disruptive and costly for now.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 3% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.25,0.54,True,True,False,False
Agent_29,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future flooding, given the insurance claim delays and the lack of a recent flood, but I don't perceive it as an immediate, high-probability event.","I feel uncertain about my ability to effectively cope with flood damage or to take major protective actions like elevation or relocation, and I suspect my neighbors may not be making the right choices either.",Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.22,0.38,False,False,False,False
Agent_30,1,Only Flood Insurance,1,Buy flood insurance,I feel moderately threatened by the possibility of future flooding despite the lack of past events and my initial hesitation.,"I feel moderately capable of considering protective actions, but the high cost of elevation and relocation makes me hesitant to act decisively now.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.42,0.5,False,True,False,False
Agent_31,1,Do Nothing,4,Do nothing,I feel only a low immediate threat from any remaining flood risks.,I am unsure about my ability to cope with potential future flood damage or take effective protective actions.,Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.18,0.43,False,False,False,False
Agent_32,1,Do Nothing,4,Do nothing,"I feel only minimally threatened by the possibility of future flood damage, especially since no flood occurred this year, and the low uptake of protective measures by my neighbors suggests it might not be a pressing issue.","While I recognize that elevating my home could be effective, its high cost and effort deter me, and my doubts about insurance companies make me hesitant to rely on that as a primary coping mechanism despite its availability.",Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.32,0.44,False,False,False,False
Agent_33,1,Both Flood Insurance and House Elevation,2,Elevate the house,"I feel moderately threatened by the possibility of future flood damage despite the lack of a recent flood, given the climate reports and the observed elevation of some neighbors.","I feel moderately capable of considering protective actions, but the high cost and effort associated with elevation make me hesitant, while the availability of grants offers some hope.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.49,0.41,True,True,False,False
Agent_34,1,Do Nothing,4,Do nothing,"I feel only a slight threat from the remaining flood risk, but I know the potential damage is very serious.",I feel uncertain about my ability to effectively cope with future floods or take complex actions like elevation.,Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.2,0.48,False,False,False,False
Agent_35,1,Only Flood Insurance,1,Buy flood insurance,"I feel only a mild threat from potential future floods, as my neighborhood hasn't been impacted in 15 years and only a small number of neighbors have elevated their homes.","I feel moderately confident in my ability to take action to protect my home, but the high cost of elevation and the complexity of relocation are significant barriers.","A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.",0.28,0.38,False,True,False,False
Agent_36,1,Only House Elevation,3,Do nothing,"I feel moderately threatened by the possibility of flooding despite my home being elevated, as I recognize that flooding can still cause significant damage and financial loss.","I feel somewhat capable of coping with potential flood risks due to my home's elevation, but I lack confidence in the effectiveness and reliability of flood insurance, and relocation is not a viable option due to its high cost and emotional toll.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 3% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.33,0.53,True,False,False,False
Agent_37,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future flood damage, but not extremely urgent given the lack of a flood this year.","I feel uncertain about my ability to effectively protect my home without elevating it, but I am confident that inaction avoids immediate costs.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.38,0.4,False,False,False,False
Agent_38,1,Do Nothing,4,Do nothing,"I feel only slightly threatened by the possibility of future flood damage, as my neighborhood hasn't been affected recently and the memory of a past major flood in another part of the city doesn't evoke strong anxiety.","I feel uncertain about my ability to effectively cope with a flood without taking protective action, but the immediate costs of major upgrades deter me.","Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.37,0.36,False,False,False,False
Agent_39,1,Only House Elevation,2,Elevate the house,"I feel moderately threatened by the possibility of future floods, knowing about increasing flood risks, but since no flood has occurred yet, the immediate danger does not feel very pressing.","I feel capable of taking action to protect my home, though the high cost of elevation is a significant concern, and I have some trust in my neighbors' experiences.",Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'News outlets have reported a possible trend of increasing flood frequency and severity in recent years'.,0.37,0.52,True,False,False,False
Agent_40,1,Do Nothing,4,Do nothing,"I feel threatened by the potential for future flood damage despite no flood occurring this year, given the increasing flood risks reported in the news.","I feel uncertain about my ability to effectively protect my home without incurring significant upfront costs, despite the availability of elevation grants.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.21,0.38,False,False,False,False
Agent_41,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future floods, but the lack of recent events and my neighborhood's past exemption slightly lessen my sense of immediate danger.","I lack confidence in my ability to effectively protect my home due to doubts about insurance and the complexity of elevation, making other actions seem daunting.","Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.21,0.38,False,False,False,False
Agent_42,1,Both Flood Insurance and House Elevation,2,Elevate the house,"I feel moderately threatened by the ongoing flood risk, especially since flood insurance leaves me vulnerable to significant damage if a flood occurs.","I feel moderately capable of taking action to protect my home, particularly with the available grant making elevation more feasible.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.46,0.48,True,True,False,False
Agent_43,1,Only Flood Insurance,1,Buy flood insurance,"I feel moderately threatened by the possibility of future floods, despite none occurring this year, due to the observable actions of my neighbors.","I believe elevating my home would be the most effective action, but its high cost and effort deter me; flood insurance seems like a manageable, partial solution offered by the grant.",A few households in the area elevated their homes before recent floods | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.24,0.42,False,True,False,False
Agent_44,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future flood damage despite the lack of a recent flood, but I'm not certain about the likelihood or severity.",I feel uncertain about my ability to effectively cope with potential flood damage or successfully implement costly protective measures like elevation.,Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.29,0.39,False,False,False,False
Agent_45,1,Do Nothing,4,Do nothing,"The threat of flood feels distant and unlikely, given the long period without flooding in my neighborhood.","I feel uncertain about my ability to effectively protect my home without incurring significant costs or effort, especially since most neighbors aren't taking action.","A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.",0.36,0.36,False,False,False,False
Agent_46,1,Do Nothing,4,Do nothing,"I feel only a slight threat from flood risks because no flood occurred last year, even though I know some neighbors took precautions.","I feel confident I can cope with potential flood damage financially, but doubtful about the effectiveness of insurance and unsure about my ability to handle elevation or relocation.",A few households in the area elevated their homes before recent floods | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.41,0.45,False,False,False,False
Agent_47,1,Only House Elevation,2,Elevate the house,"The lingering concern from past floods and the availability of grants create a moderate threat, but the absence of a recent flood reduces immediate urgency.","The grant makes elevation a feasible option, providing high efficacy, while insurance offers a lower-cost alternative with moderate efficacy.",A few households in the area elevated their homes before recent floods | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.24,0.48,True,False,False,False
Agent_48,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future flood damage despite the lack of a flood this year, but the absence of immediate consequences and the observed neighbor actions (4% elevated, 0% relocated) suggest a lower sense of urgency.","I feel uncertain about my ability to effectively cope with flood damage or to implement complex protective measures like elevation or relocation, and I am doubtful about the reliability of flood insurance as a solution due to past reports.",Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.45,0.47,False,False,False,False
Agent_49,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future floods, knowing they are becoming more frequent and severe, but the absence of a flood this year slightly reduces the immediate sense of danger.","I feel uncertain about my ability to effectively protect my home and community, given the high costs and effort involved in elevating or relocating, and my doubts about the insurance company.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.19,0.45,False,False,False,False
Agent_50,1,Do Nothing,4,Do nothing,"I feel only a mild threat from potential future flood risks, as my neighborhood has never been impacted despite a recent city-wide flood.","I feel moderately capable of coping with potential flood damage through my existing community ties, but my self-efficacy for major protective actions like elevation is low due to their high cost and complexity.","A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.",0.32,0.38,False,False,False,False
Agent_51,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of flooding due to recent news about increasing flood risks and my home's lack of elevation, even though no flood occurred this year.","I feel capable of researching and considering options, but my doubts about insurance and lack of experience with elevation make me unsure about the effectiveness and ease of those actions.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.33,0.48,False,False,False,False
Agent_52,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future floods damaging my home, despite no flood occurring this year.","I feel uncertain about my ability to effectively protect my home against floods, given my doubts about insurance, skepticism about neighbors, and the high costs of protective actions.",Some residents reported delays when processing their flood insurance claims | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.31,0.44,False,False,False,False
Agent_53,1,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future flooding, knowing flood frequency is increasing, but no flood occurred this year.","I feel capable of handling the financial burden or effort required for protective actions, but I am hesitant to take proactive steps due to the lack of immediate risk.",News outlets have reported a possible trends of increasing flood frequency and severity in recent years | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.21,0.45,False,False,False,False
Agent_54,1,Only House Elevation,2,Elevate the house,"Although a flood did not occur this year, I feel threatened by the ongoing risk of significant physical damage to my home and property, especially since flood insurance is not available to me and elevation grants are still accessible.","While I have some doubts about flood insurance, I am confident that elevating my home, supported by the grant, is a highly effective action that aligns with my values and my neighbors' demonstrated preparedness, even if it requires significant effort.",The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.28,0.5,True,False,False,False
Agent_55,1,Do Nothing,4,Do nothing,"The absence of a flood this year reduces my immediate concern, but the city's past elevation program and low neighbor participation suggest lingering flood risk and uncertainty about its severity.","While flood insurance is available and affordable, my doubts about companies make it less appealing. Elevating my home is effective but prohibitively expensive and complex. Relocation is permanent but disruptive and costly. Doing nothing avoids all costs this year, aligning with the lack of recent flood and my skepticism towards proactive measures.",The city previously introduced a program offering elevation support to residents | Year 1: No flood occurred this year. | Year 1: Elevation grants are available. | Year 1: I observe 4% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.44,0.38,False,False,False,False
