agent_id,year,cumulative_state,elevated,has_insurance,relocated,trust_insurance,trust_neighbors
Agent_13,3,Do Nothing,False,False,False,0.17000000000000004,0.41
Agent_14,3,Only House Elevation,True,False,False,0.22999999999999998,0.47
Agent_15,3,Do Nothing,False,False,False,0.45999999999999996,0.45999999999999996
Agent_16,3,Only House Elevation,True,False,False,0.33999999999999997,0.43
Agent_17,3,Do Nothing,False,False,False,0.22999999999999998,0.49
Agent_18,3,Only Flood Insurance,False,True,False,0.09000000000000002,0.38999999999999996
Agent_19,3,Only Flood Insurance,False,True,False,0.44999999999999996,0.32999999999999996
Agent_2,3,Only House Elevation,True,False,False,0.18000000000000002,0.43999999999999995
Agent_20,3,Do Nothing,False,False,False,0.37999999999999995,0.36
Agent_21,3,Only Flood Insurance,False,True,False,0.29999999999999993,0.35
Agent_22,3,Do Nothing,False,False,False,0.49999999999999994,0.44999999999999996
Agent_23,3,Do Nothing,False,False,False,0.31,0.51
Agent_24,3,Only House Elevation,True,False,False,0.41999999999999993,0.47
Agent_25,3,Only Flood Insurance,False,True,False,0.13,0.43999999999999995
Agent_26,3,Do Nothing,False,False,False,0.22000000000000003,0.31999999999999995
Agent_27,3,Do Nothing,False,False,False,0.27999999999999997,0.35
Agent_28,3,Do Nothing,False,False,False,0.33999999999999997,0.5
Agent_29,3,Only House Elevation,True,False,False,0.21000000000000002,0.38999999999999996
Agent_3,3,Do Nothing,False,False,False,0.47,0.35
Agent_30,3,Only House Elevation,True,False,False,0.22000000000000003,0.42
Agent_31,3,Do Nothing,False,False,False,0.23999999999999996,0.35
Agent_32,3,Do Nothing,False,False,False,0.26999999999999996,0.37
Agent_33,3,Only House Elevation,True,False,False,0.39999999999999997,0.52
Agent_34,3,Both Flood Insurance and House Elevation,True,True,False,0.37,0.5
Agent_35,3,Only House Elevation,True,False,False,0.21000000000000002,0.43
Agent_36,3,Do Nothing,False,False,False,0.51,0.32999999999999996
Agent_37,3,Only House Elevation,True,False,False,0.47,0.48
Agent_38,3,Do Nothing,False,False,False,0.41999999999999993,0.37999999999999995
Agent_39,3,Do Nothing,False,False,False,0.49,0.41
Agent_4,3,Only House Elevation,True,False,False,0.28,0.35
Agent_40,3,Only House Elevation,True,False,False,0.28,0.49
Agent_41,3,Only House Elevation,True,False,False,0.42999999999999994,0.31999999999999995
Agent_42,3,Do Nothing,False,False,False,0.35999999999999993,0.38999999999999996
Agent_43,3,Only House Elevation,True,False,False,0.35,0.41
Agent_44,3,Do Nothing,False,False,False,0.37999999999999995,0.37
Agent_45,3,Only House Elevation,True,False,False,0.41,0.41
Agent_46,3,Only Flood Insurance,False,True,False,0.43,0.41
Agent_47,3,Do Nothing,False,False,False,0.29999999999999993,0.32999999999999996
Agent_48,3,Do Nothing,False,False,False,0.48999999999999994,0.37
Agent_49,3,Only House Elevation,True,False,False,0.4099999999999999,0.52
Agent_5,3,Do Nothing,False,False,False,0.24000000000000005,0.31999999999999995
Agent_50,3,Only House Elevation,True,False,False,0.44999999999999996,0.41
Agent_51,3,Only House Elevation,True,False,False,0.51,0.43999999999999995
Agent_52,3,Do Nothing,False,False,False,0.5,0.33999999999999997
Agent_53,3,Only Flood Insurance,False,True,False,0.26999999999999996,0.39999999999999997
Agent_54,3,Only Flood Insurance,False,True,False,0.5,0.38999999999999996
Agent_55,3,Do Nothing,False,False,False,0.3499999999999999,0.43999999999999995
Agent_56,3,Only Flood Insurance,False,True,False,0.44999999999999996,0.35
Agent_57,3,Do Nothing,False,False,False,0.42999999999999994,0.37999999999999995
Agent_58,3,Do Nothing,False,False,False,0.43999999999999995,0.45999999999999996
Agent_59,3,Only House Elevation,True,False,False,0.29000000000000004,0.35
Agent_6,3,Only House Elevation,True,False,False,0.23999999999999996,0.35
Agent_60,3,Only House Elevation,True,False,False,0.20000000000000004,0.37999999999999995
Agent_61,3,Do Nothing,False,False,False,0.29000000000000004,0.31999999999999995
Agent_62,3,Do Nothing,False,False,False,0.32999999999999996,0.37999999999999995
Agent_63,3,Do Nothing,False,False,False,0.19000000000000003,0.33999999999999997
Agent_64,3,Do Nothing,False,False,False,0.2899999999999999,0.38999999999999996
Agent_65,3,Do Nothing,False,False,False,0.22000000000000003,0.37999999999999995
Agent_66,3,Only Flood Insurance,False,True,False,0.23,0.43
Agent_67,3,Do Nothing,False,False,False,0.3,0.37
Agent_68,3,Do Nothing,False,False,False,0.33999999999999997,0.39999999999999997
Agent_69,3,Do Nothing,False,False,False,0.30999999999999994,0.38999999999999996
Agent_7,3,Do Nothing,False,False,False,0.45999999999999996,0.33999999999999997
Agent_70,3,Do Nothing,False,False,False,0.27999999999999997,0.48
Agent_71,3,Only House Elevation,True,False,False,0.33999999999999997,0.45999999999999996
Agent_72,3,Only House Elevation,True,False,False,0.19000000000000003,0.38999999999999996
Agent_73,3,Do Nothing,False,False,False,0.48999999999999994,0.35
Agent_74,3,Do Nothing,False,False,False,0.21000000000000002,0.41
Agent_75,3,Only House Elevation,True,False,False,0.21000000000000002,0.41
Agent_76,3,Do Nothing,False,False,False,0.19000000000000003,0.44999999999999996
Agent_77,3,Only House Elevation,True,False,False,0.43999999999999995,0.38999999999999996
Agent_78,3,Do Nothing,False,False,False,0.43999999999999995,0.31999999999999995
Agent_79,3,Do Nothing,False,False,False,0.43,0.43999999999999995
Agent_8,3,Do Nothing,False,False,False,0.16000000000000003,0.35
Agent_80,3,Only Flood Insurance,False,True,False,0.37,0.41
Agent_81,3,Only House Elevation,True,False,False,0.32999999999999996,0.32999999999999996
Agent_82,3,Do Nothing,False,False,False,0.23000000000000004,0.33999999999999997
Agent_83,3,Do Nothing,False,False,False,0.32999999999999996,0.36
Agent_84,3,Do Nothing,False,False,False,0.4799999999999999,0.38999999999999996
Agent_85,3,Do Nothing,False,False,False,0.43999999999999995,0.39999999999999997
Agent_86,3,Do Nothing,False,False,False,0.24999999999999997,0.45999999999999996
Agent_87,3,Only Flood Insurance,False,True,False,0.33999999999999997,0.49
Agent_88,3,Do Nothing,False,False,False,0.49999999999999994,0.38999999999999996
Agent_89,3,Do Nothing,False,False,False,0.24000000000000005,0.45999999999999996
Agent_9,3,Only House Elevation,True,False,False,0.3,0.35
Agent_90,3,Do Nothing,False,False,False,0.39999999999999997,0.31999999999999995
Agent_91,3,Do Nothing,False,False,False,0.27,0.38999999999999996
Agent_92,3,Only Flood Insurance,False,True,False,0.11000000000000001,0.38999999999999996
Agent_93,3,Only Flood Insurance,False,True,False,0.21000000000000002,0.43999999999999995
Agent_94,3,Only Flood Insurance,False,True,False,0.19999999999999998,0.48
Agent_95,3,Do Nothing,False,False,False,0.27,0.44999999999999996
Agent_96,3,Do Nothing,False,False,False,0.41,0.47
Agent_97,3,Only House Elevation,True,False,False,0.44999999999999996,0.44999999999999996
Agent_98,3,Only House Elevation,True,False,False,0.48999999999999994,0.43
Agent_99,3,Do Nothing,False,False,False,0.30999999999999994,0.43
Agent_1,4,Only Flood Insurance,False,True,False,0.18999999999999997,0.38999999999999996
Agent_10,4,Do Nothing,False,False,False,0.27,0.4799999999999999
Agent_100,4,Only House Elevation,True,False,False,0.25,0.48999999999999994
Agent_11,4,Only House Elevation,True,False,False,0.15000000000000002,0.54
Agent_12,4,Only House Elevation,True,False,False,0.21,0.36999999999999994
Agent_13,4,Do Nothing,False,False,False,0.15000000000000005,0.44999999999999996
Agent_14,4,Only House Elevation,True,False,False,0.27999999999999997,0.51
Agent_15,4,Do Nothing,False,False,False,0.51,0.49999999999999994
Agent_16,4,Only House Elevation,True,False,False,0.38999999999999996,0.47
Agent_17,4,Only House Elevation,True,False,False,0.27999999999999997,0.53
Agent_18,4,Do Nothing,False,False,False,0.07000000000000002,0.42999999999999994
Agent_19,4,Only Flood Insurance,False,True,False,0.35,0.36999999999999994
Agent_2,4,Only House Elevation,True,False,False,0.16000000000000003,0.4799999999999999
Agent_20,4,Only Flood Insurance,False,True,False,0.2799999999999999,0.39999999999999997
Agent_21,4,Do Nothing,False,False,False,0.2799999999999999,0.38999999999999996
Agent_22,4,Only House Elevation,True,False,False,0.5499999999999999,0.48999999999999994
Agent_23,4,Only House Elevation,True,False,False,0.29,0.55
Agent_24,4,Only House Elevation,True,False,False,0.3999999999999999,0.51
Agent_25,4,Only House Elevation,True,False,False,0.18,0.4799999999999999
Agent_26,4,Only House Elevation,True,False,False,0.20000000000000004,0.35999999999999993
Agent_27,4,Do Nothing,False,False,False,0.32999999999999996,0.38999999999999996
Agent_28,4,Only House Elevation,True,False,False,0.38999999999999996,0.54
Agent_29,4,Only House Elevation,True,False,False,0.19000000000000003,0.42999999999999994
Agent_3,4,Only House Elevation,True,False,False,0.44999999999999996,0.38999999999999996
Agent_30,4,Only House Elevation,True,False,False,0.20000000000000004,0.45999999999999996
Agent_31,4,Only House Elevation,True,False,False,0.29,0.38999999999999996
Agent_32,4,Only Flood Insurance,False,True,False,0.29,0.41
Agent_33,4,Only House Elevation,True,False,False,0.37999999999999995,0.56
Agent_34,4,Only House Elevation,True,False,False,0.35,0.54
Agent_35,4,Only House Elevation,True,False,False,0.19000000000000003,0.47
Agent_36,4,Do Nothing,False,False,False,0.56,0.36999999999999994
Agent_37,4,Only House Elevation,True,False,False,0.44999999999999996,0.52
Agent_38,4,Do Nothing,False,False,False,0.4699999999999999,0.41999999999999993
Agent_39,4,Do Nothing,False,False,False,0.54,0.44999999999999996
Agent_4,4,Only House Elevation,True,False,False,0.26,0.38999999999999996
Agent_40,4,Only House Elevation,True,False,False,0.33,0.53
Agent_41,4,Only House Elevation,True,False,False,0.4099999999999999,0.35999999999999993
Agent_42,4,Do Nothing,False,False,False,0.4099999999999999,0.42999999999999994
Agent_43,4,Only House Elevation,True,False,False,0.32999999999999996,0.44999999999999996
Agent_44,4,Do Nothing,False,False,False,0.42999999999999994,0.41
Agent_45,4,Only House Elevation,True,False,False,0.38999999999999996,0.44999999999999996
Agent_46,4,Do Nothing,False,False,False,0.48,0.44999999999999996
Agent_47,4,Only House Elevation,True,False,False,0.2799999999999999,0.36999999999999994
Agent_48,4,Do Nothing,False,False,False,0.5399999999999999,0.41
Agent_49,4,Only House Elevation,True,False,False,0.3899999999999999,0.56
Agent_5,4,Do Nothing,False,False,False,0.22000000000000006,0.35999999999999993
Agent_50,4,Only House Elevation,True,False,False,0.42999999999999994,0.44999999999999996
Agent_51,4,Only House Elevation,True,False,False,0.49,0.4799999999999999
Agent_52,4,Do Nothing,False,False,False,0.55,0.37999999999999995
Agent_53,4,Do Nothing,False,False,False,0.31999999999999995,0.43999999999999995
Agent_54,4,Do Nothing,False,False,False,0.55,0.42999999999999994
Agent_55,4,Do Nothing,False,False,False,0.3999999999999999,0.4799999999999999
Agent_56,4,Only House Elevation,True,False,False,0.42999999999999994,0.38999999999999996
Agent_57,4,Do Nothing,False,False,False,0.4799999999999999,0.41999999999999993
Agent_58,4,Only House Elevation,True,False,False,0.48999999999999994,0.49999999999999994
Agent_59,4,Only House Elevation,True,False,False,0.27,0.38999999999999996
Agent_6,4,Only House Elevation,True,False,False,0.21999999999999997,0.38999999999999996
Agent_60,4,Only House Elevation,True,False,False,0.25000000000000006,0.41999999999999993
Agent_61,4,Only House Elevation,True,False,False,0.34,0.35999999999999993
Agent_62,4,Only Flood Insurance,False,True,False,0.22999999999999995,0.41999999999999993
Agent_63,4,Do Nothing,False,False,False,0.17000000000000004,0.37999999999999995
Agent_64,4,Do Nothing,False,False,False,0.3399999999999999,0.42999999999999994
Agent_65,4,Only House Elevation,True,False,False,0.20000000000000004,0.41999999999999993
Agent_66,4,Only Flood Insurance,False,True,False,0.13,0.47
Agent_67,4,Only Flood Insurance,False,True,False,0.32,0.41
Agent_68,4,Do Nothing,False,False,False,0.38999999999999996,0.43999999999999995
Agent_69,4,Do Nothing,False,False,False,0.35999999999999993,0.42999999999999994
Agent_7,4,Do Nothing,False,False,False,0.51,0.37999999999999995
Agent_70,4,Only House Elevation,True,False,False,0.25999999999999995,0.52
Agent_71,4,Only House Elevation,True,False,False,0.31999999999999995,0.49999999999999994
Agent_72,4,Only House Elevation,True,False,False,0.17000000000000004,0.42999999999999994
Agent_73,4,Only Flood Insurance,False,True,False,0.3899999999999999,0.38999999999999996
Agent_74,4,Do Nothing,False,False,False,0.26,0.44999999999999996
Agent_75,4,Only House Elevation,True,False,False,0.19000000000000003,0.44999999999999996
Agent_76,4,Only Flood Insurance,False,True,False,0.09000000000000002,0.48999999999999994
Agent_77,4,Only House Elevation,True,False,False,0.41999999999999993,0.42999999999999994
Agent_78,4,Only House Elevation,True,False,False,0.41999999999999993,0.35999999999999993
Agent_79,4,Do Nothing,False,False,False,0.48,0.4799999999999999
Agent_8,4,Do Nothing,False,False,False,0.21000000000000002,0.38999999999999996
Agent_80,4,Do Nothing,False,False,False,0.42,0.44999999999999996
Agent_81,4,Only House Elevation,True,False,False,0.30999999999999994,0.36999999999999994
Agent_82,4,Only House Elevation,True,False,False,0.28,0.37999999999999995
Agent_83,4,Do Nothing,False,False,False,0.30999999999999994,0.39999999999999997
Agent_84,4,Only House Elevation,True,False,False,0.5299999999999999,0.42999999999999994
Agent_85,4,Only Flood Insurance,False,True,False,0.33999999999999997,0.43999999999999995
Agent_86,4,Only House Elevation,True,False,False,0.22999999999999998,0.49999999999999994
Agent_87,4,Only Flood Insurance,False,True,False,0.36,0.53
Agent_88,4,Do Nothing,False,False,False,0.5499999999999999,0.42999999999999994
Agent_89,4,Only House Elevation,True,False,False,0.22000000000000006,0.49999999999999994
Agent_9,4,Both Flood Insurance and House Elevation,True,True,False,0.32,0.38999999999999996
Agent_90,4,Do Nothing,False,False,False,0.44999999999999996,0.35999999999999993
Agent_91,4,Do Nothing,False,False,False,0.32,0.42999999999999994
Agent_92,4,Do Nothing,False,False,False,0.16000000000000003,0.42999999999999994
Agent_93,4,Do Nothing,False,False,False,0.19000000000000003,0.4799999999999999
Agent_94,4,Only House Elevation,True,False,False,0.25,0.52
Agent_95,4,Do Nothing,False,False,False,0.32,0.48999999999999994
Agent_96,4,Do Nothing,False,False,False,0.45999999999999996,0.51
Agent_97,4,Both Flood Insurance and House Elevation,True,True,False,0.47,0.48999999999999994
