agent_id,year,decision,raw_llm_code,raw_llm_decision,threat_appraisal,coping_appraisal,memory,trust_in_insurance,trust_in_neighbors,elevated,has_insurance,relocated,flooded_this_year
Agent_17,1,Do Nothing,4,Do nothing,"Despite no flooding occurring this year, I still perceive a risk and feel somewhat threatened by the possibility of future flood events, especially considering my neighbors' lack of elevated homes and relocation.","Given my observed neighbors' decisions to not elevate their homes or relocate, I believe I can learn from them and take preventive measures to mitigate potential flood risks, although I have some doubts about the effectiveness of my current insurance coverage.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.43,0.53,False,False,False,False
Agent_18,1,Do Nothing,4,Do nothing,"Despite the absence of flooding this year, I still feel that my home is at risk and I should take precautions to mitigate potential damage.","I believe that while it may be possible for me to elevate my house or purchase flood insurance, I am not confident in my ability to do so effectively.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.38,0.41,False,False,False,False
Agent_19,1,Do Nothing,4,Do nothing,"Despite no flood occurring this year, I still perceive a moderate level of risk due to my neighbors' elevated homes and the slight doubts I have about my insurance company.","While I generally trust my neighbors' judgment, I believe that my coping abilities are somewhat limited by my lack of knowledge and expertise in managing flood risks.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.24,0.52,False,False,False,False
Agent_20,1,Relocate,3,Relocate,"Despite having flood insurance and no immediate threat this year, I still feel moderately threatened by the lingering risk of future flooding due to my neighborhood's past lack of impact.","I generally trust my neighbors' judgment and believe that our community has a relatively low risk of significant flooding, but I'm uncertain about the effectiveness of my current flood insurance and its coverage in preventing physical damage.","Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.27,0.53,False,True,True,False
Agent_21,1,Do Nothing,4,Do nothing,"Despite a year without flooding, my skepticism about the insurance company and the potential vulnerability of my neighbors' homes leaves me with lingering concerns that a flood could still pose a significant threat to me.",I underestimate my ability to effectively mitigate risks or respond quickly in case of an emergency due to my doubts about the insurance company's reliability and my lack of confidence in elevating my home or relocating.,Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.23,0.46,False,False,False,False
Agent_22,1,Do Nothing,4,Do nothing,I perceive a moderate threat to my home and financial security due to the potential for future flood events.,"I believe I can partially cope with flood risks through purchasing insurance, but I am uncertain about its effectiveness and the insurance company's reliability.","Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.37,0.48,False,False,False,False
Agent_23,1,Do Nothing,4,Do nothing,"I am not currently feeling a significant threat from flooding since no flood occurred this year, but my skepticism about the insurance company and neighbors' judgment keeps me on edge.","I believe that without taking any action, I can still be affected by future floods due to the uncertainty of the situation and the doubts I have about the reliability of my current measures.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.36,0.47,False,False,False,False
Agent_24,1,Do Nothing,4,Do nothing,I perceive a moderate threat from the potential for future flooding due to my home's location and lack of elevation.,"I have some confidence in my ability to take action to protect myself from flood damage, but I am not sure which steps would be most effective.",Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'.,0.2,0.53,False,False,False,False
Agent_25,1,Do Nothing,4,Do nothing,I am not currently perceived as threatened by the flood risk due to the absence of a flood this year.,"I have some doubts about my ability to effectively cope with the consequences of flooding, particularly given the skepticism I have towards my neighbors' judgment and concerns about my insurance company's reliability.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.33,0.36,False,False,False,False
Agent_26,1,Do Nothing,4,Do nothing,"Despite no flood occurring this year, I still feel a lingering sense of vulnerability due to my observation of 0% of my neighbors taking proactive measures.",I am skeptical of the effectiveness of simply observing my neighbors' behavior and do not believe that passively waiting for future events will be sufficient to mitigate potential harm.,Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.38,0.4,False,False,False,False
Agent_27,1,Do Nothing,4,Do nothing,"Although I have no immediate concern about flooding this year, I worry that my home and community may not be adequately protected for the long-term future.",I am uncertain whether my current measures of flood insurance and community knowledge are sufficient to effectively mitigate potential risks or prepare me well enough to respond in case an emergency arises.,Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.19,0.36,False,False,False,False
Agent_28,1,Do Nothing,4,Do nothing,"Despite the past year's lack of flooding, I still feel a lingering sense of vulnerability due to the uncertainty and unpredictability of future flood events.","While I trust my neighbors' judgment and have been fortunate so far, I don't think I can fully rely on their experience and collective knowledge to anticipate and prepare for potential floods.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.28,0.52,False,False,False,False
Agent_29,1,Do Nothing,4,Do nothing,"Despite having not experienced a flood this year, I remain somewhat concerned about the potential for future flooding due to my doubts about the insurance company and the fact that none of my neighbors have taken proactive measures.","I believe I can cope with flooding by relying on existing protective measures, such as flood insurance, but I am uncertain about its effectiveness given my slight doubts about the insurance company.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.19,0.43,False,False,False,False
Agent_30,1,Do Nothing,4,Do nothing,"Although I don't recall a flood occurring this year, I remain vigilant and concerned about the potential for future flooding due to my attachment to my community and lack of elevation.","I believe I can take some basic precautions, such as monitoring weather forecasts and being prepared to evacuate if necessary, but I'm unsure if these actions would be sufficient to mitigate a significant flood event.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.38,0.38,False,False,False,False
Agent_31,1,Do Nothing,4,Do nothing,"Although no flood occurred this year, I still perceive some risk and am slightly concerned about potential future flooding that could put my home and belongings at danger.",I believe I can take action to mitigate the threat but may require additional resources or assistance from insurance companies or experts.,Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.47,0.35,False,False,False,False
Agent_32,1,Do Nothing,4,Do nothing,"Although no flood occurred this year, I still worry that future floods could pose a significant threat to my home and belongings.","I am not confident in my ability to prepare for and respond to flood damage, as I have been skeptical of my neighbors' judgment and unsure about the effectiveness of my current insurance plan.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.32,0.4,False,False,False,False
Agent_33,1,Do Nothing,4,Do nothing,"Although no flood occurred this year, I still have some lingering concerns about the potential risks due to my skepticism about my neighbors' judgment and doubts about the insurance company.","I do not believe that my current coping mechanisms, such as having a standard flood insurance policy, are sufficient to adequately mitigate these concerns.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.41,0.44,False,False,False,False
Agent_34,1,Do Nothing,4,Do nothing,"Although no flood occurred this year, I remain concerned about the potential risks and feel a lingering sense of vulnerability due to my location in a flood-prone area.","I believe I can take some steps to mitigate the risks, but I am unsure if they will be effective or whether they are worth the costs involved.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.46,0.48,False,False,False,False
Agent_35,1,Do Nothing,4,Do nothing,"I don't perceive a significant threat of flooding in my area since no flood occurred this year, which reduces my sense of vulnerability.","I am uncertain about my ability to effectively mitigate the risk of flooding and may rely on the judgment of others, including my neighbors who have not elevated their homes or relocated.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.35,0.5,False,False,False,False
Agent_36,1,Do Nothing,4,Do nothing,"I perceive a moderate threat to my property and safety due to the potential for future floods, despite no immediate risk this year.","I am somewhat confident in my ability to deal with flood-related issues, but I remain uncertain about the effectiveness of various coping strategies.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.22,0.37,False,False,False,False
Agent_37,1,Do Nothing,4,Do nothing,"Despite the lack of flooding this year, I still feel a lingering sense of vulnerability due to my community's history with flooding and the slight doubts about my flood insurance company.","I tend to overestimate my ability to cope with potential flooding events, given that none occurred this year, which may lead me to underestimate the risk.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.28,0.4,False,False,False,False
Agent_38,1,Do Nothing,4,Do nothing,"Despite a year with no flood, I remain vigilant and concerned about potential future flood risks due to my strong attachment to the community and slight doubts about my insurance company.","Although I have a current policy in place, I am uncertain if it is sufficient to protect me against the uncertainties of future floods and may need to rely on more proactive measures.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.46,0.47,False,False,False,False
Agent_39,1,Do Nothing,4,Do nothing,"Despite knowing the city-wide flood event 15 years ago and observing no impact on my neighborhood in recent years, I still feel threatened by the potential for future flooding that could catch me off guard.","While I have some confidence in my ability to adapt to a flood situation and secure partial financial protection through insurance, I am uncertain about the efficacy of these measures in preventing physical damage to my home.","Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.27,0.4,False,False,False,False
Agent_40,1,Do Nothing,4,Do nothing,"Despite no flood occurring this year, I still feel vulnerable to future flooding due to my neighborhood's history and lack of preventative measures.","I believe that if I don't take action, my neighbors' past decisions not to elevate their homes or relocate will be reflected poorly on me, potentially affecting our community's reputation.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.36,0.4,False,False,False,False
Agent_41,1,Do Nothing,4,Do nothing,"Despite the absence of flooding this year, I feel a lingering sense of vulnerability due to my neighbors' seemingly low level of preparedness.",I am skeptical about my ability to effectively respond and mitigate flood risks without proper protection measures in place.,Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.18,0.38,False,False,False,False
Agent_42,1,Do Nothing,4,Do nothing,I perceive a significant threat to my property and safety due to the increasing flood frequency and severity in our community.,"I believe that without additional efforts, I may be severely impacted by flooding and unable to effectively cope with its consequences.",Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'News outlets have reported a possible trend of increasing flood frequency and severity in recent years'.,0.21,0.35,False,False,False,False
Agent_43,1,Do Nothing,4,Do nothing,"Although there was no flood this year, I remain vigilant about potential risks due to my community's history and the slight doubts I have about my insurance company.","I believe that while I can take some basic precautions, I am not confident in my ability to effectively mitigate or prepare for future flooding events.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.33,0.39,False,False,False,False
Agent_44,1,Do Nothing,4,Do nothing,I perceive a low to moderate threat level from potential future flooding due to the lack of immediate risk this year.,"I believe I can cope with flood risks through my current actions and the guidance of my neighbors, but I have some doubts about their reliability.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.36,0.53,False,False,False,False
Agent_45,1,Do Nothing,4,Do nothing,I am moderately concerned that the threat of flooding remains despite my current lack of flood insurance.,I believe I can take steps to mitigate this risk but may require assistance from others due to slight doubts about the insurance company and neighbors' judgment.,Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'.,0.28,0.42,False,False,False,False
Agent_46,1,Do Nothing,4,Do nothing,"I am moderately concerned about the potential for flooding in my community, despite no major flood occurring this year.","I do not believe that I have the necessary knowledge, resources, or ability to effectively cope with a flood, which is why I tend to rely on others, like insurance companies and neighbors, for protection.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.39,0.46,False,False,False,False
Agent_47,1,Do Nothing,4,Do nothing,"Although no flood occurred this year, I still feel a lingering sense of vulnerability due to the relatively low percentage of my neighbors with elevated homes and the slight doubts about my insurance company's reliability.","I believe that without taking any additional measures, I can simply wait for another dry year to pass before considering further action.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.2,0.52,False,False,False,False
Agent_48,1,Do Nothing,4,Do nothing,"Although a flood did not occur this year, I still feel vulnerable to future flood risks and worry about the potential consequences on my home and community.","I generally trust my neighbors' judgment and believe that we can work together as a community to mitigate flood risks, but I am unsure if individual actions alone will be sufficient to address the issue effectively.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.37,0.5,False,False,False,False
Agent_49,1,Do Nothing,4,Do nothing,"Despite my concerns about the insurance company and the community's lack of elevation, I believe there is still a threat of flooding and its potentially severe consequences on my home and livelihood.","I am somewhat confident in my ability to cope with potential flood damage due to my current financial safety net from flood insurance, but I also worry about the effectiveness of this insurance against future disasters.",Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.28,0.45,False,False,False,False
Agent_50,1,Do Nothing,4,Do nothing,"Although there was no flood this year, I still feel vulnerable to future flooding risks due to the potential severity and unpredictability of natural disasters in my community.","However, I believe that I can partially cope with flood-related stress by purchasing insurance, as it provides some financial protection against damage, even if it doesn't eliminate physical harm entirely.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.42,0.46,False,False,False,False
Agent_51,1,Do Nothing,4,Do nothing,"Although no flood occurred this year, my community's history and neighbor's lack of elevated homes indicate a potential risk, leaving me feeling uncertain about the safety of my home.","I have confidence in my neighbors' judgment and generally trust their assessments, but my own doubts about insurance companies and the effectiveness of existing measures suggest that my coping abilities may be limited.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.31,0.52,False,False,False,False
Agent_52,1,Only Flood Insurance,1,Buy flood insurance,"Despite no flooding occurring this year, I still feel vulnerable to flood risks due to my location and lack of elevation, leaving me with a persistent sense of anxiety.","I believe that if I act quickly, I can mitigate the risk of future flooding and protect my home and belongings.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.24,0.53,False,True,False,False
Agent_53,1,Do Nothing,4,Do nothing,"I perceive a moderate threat of flooding due to the ongoing flood risk in my community and recent events, although no flood occurred this year.","I believe I can take action to mitigate this threat, but I am uncertain about the effectiveness of these measures.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.29,0.41,False,False,False,False
Agent_54,1,Do Nothing,4,Do nothing,"Despite having observed no flood damage this year, I am still somewhat concerned about potential future flooding due to my skepticism of the insurance company and neighbors' judgment.","I believe that while I can take steps to protect myself, my confidence in my ability to act effectively is somewhat undermined by my doubts about my neighbors' decisions to elevate their homes or relocate.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.45,0.36,False,False,False,False
Agent_55,1,Do Nothing,4,Do nothing,"Although no flood occurred this year, I feel a lingering sense of vulnerability due to my neighborhood's history and the slight doubts about my insurance company.","I believe that without any immediate action, I can continue to manage my risk by monitoring weather forecasts and taking precautions during heavy rainfall events, which is a moderate level of coping efficacy.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.41,0.34,False,False,False,False
Agent_56,1,Do Nothing,4,Do nothing,"I am not currently threatened by the possibility of a flood, as no flood occurred this year and my home elevation is not in place to mitigate damage.",I do not believe that my ability to cope with potential flooding is high due to my skepticism of my neighbors' judgment and slight doubts about the insurance company's effectiveness.,Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.37,0.43,False,False,False,False
Agent_57,1,Do Nothing,4,Do nothing,"Despite the lack of flooding this year, I still harbor concerns about potential flood risks in the future and feel vulnerable to their consequences.",I believe my ability to cope with a potential flood is limited due to my skepticism of insurance companies and neighbors' judgment.,Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.3,0.43,False,False,False,False
Agent_58,1,Only Flood Insurance,1,Buy flood insurance,I am moderately concerned that a future flood could cause significant damage to my home and potentially compromise the structural integrity of my neighborhood.,"I believe that I can cope with flood-related challenges if they arise in the short term, but I have doubts about the effectiveness of existing measures for mitigating flood risks.",Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'.,0.5,0.47,False,True,False,False
Agent_59,1,Do Nothing,4,Do nothing,"Although no flood occurred this year, I am aware that my neighborhood is prone to flooding and I worry about the potential consequences of not taking action.","I believe that buying flood insurance would provide some level of protection, but I have doubts about its effectiveness given the skepticism I have towards the insurance company.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.41,0.41,False,False,False,False
Agent_60,1,Do Nothing,4,Do nothing,"I am still concerned about the potential threat of flooding despite not experiencing it this year, given my neighborhood's history and lack of elevated homes.","I do not feel confident in my ability to effectively mitigate the risks associated with flooding, as my knowledge is limited, and I have doubts about the insurance company and my neighbors' judgment.",Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'.,0.32,0.37,False,False,False,False
Agent_61,1,Do Nothing,4,Do nothing,"Despite no flood occurring this year, I still worry about the potential risks and feel uncertain about the reliability of my current insurance coverage.","Although I'm skeptical of my neighbors' judgment and have doubts about my own ability to take action, I believe I can find alternative solutions and make informed decisions with further consideration.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.38,0.38,False,False,False,False
Agent_62,1,Only Flood Insurance,1,Buy flood insurance,I perceive a moderate threat to my home and livelihood due to the lingering flood risk in my community.,"I believe that I can take some basic steps to mitigate the risk, but further action may require significant personal and financial resources.",Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.32,0.51,False,True,False,False
Agent_63,1,Do Nothing,4,Do nothing,"I do not currently perceive a significant threat from potential flooding, as no flood occurred this year and my neighbors have not elevated their homes or relocated.","I believe that I can cope with the possibility of future floods by simply doing nothing, as it requires no financial investment or effort this year, but may leave me exposed to future damage.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.2,0.4,False,False,False,False
Agent_64,1,Do Nothing,4,Do nothing,"I am moderately concerned about the potential for flooding and its consequences, despite not experiencing any damage this year.","I believe I have some ability to cope with flood risks, as evidenced by my current flood insurance policy, but I also harbor doubts about the effectiveness of both myself and the insurance company.",Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.34,0.44,False,False,False,False
Agent_65,1,Do Nothing,4,Do nothing,"I perceive a moderate threat to my home and family from future floods, despite the lack of flooding this year.","I believe that without taking action, I can rely on my neighbors' judgment and collective knowledge about flood risks in our community to inform any decisions I make regarding my own preparedness.",Year 1: No flood occurred this year. | Year 1: I observe 0% of my neighbors have elevated homes. | Year 1: I observe 0% of my neighbors have relocated.,0.46,0.49,False,False,False,False
